x, y, z
-50.000000000052, -749.999999999896, -700.000000000144
-50.000000000092, -749.999999999858, -650.000000000158
-49.999999999905, -749.999999999844, -600.00000000011
-50.000000000071, -750.000000000158, -549.999999999849
-49.999999999877, -750.000000000046, -500.000000000039
-50.000000000202, -750.000000000012, -449.999999999964
-50.000000000192, -749.999999999852, -400.000000000134
-50.000000000035, -749.999999999894, -350.00000000012
-49.999999999876, -750.000000000089, -299.999999999873
-50.000000000077, -749.999999999946, -250.000000000042
-50.00000000016, -750.000000000094, -199.999999999803
-50.000000001617, -749.999999999912, -149.999999999936
-49.99999999999, -750.000000000005, -99.999999999938
-49.99999999997, -749.99999999994, -49.999999999768
-50.000000000024, -700.000000000118, -899.999999999863
-50.000000000117, -700.000000000035, -849.999999999935
-49.99999999997, -700.000000000061, -800.000000000051
-49.999999999962, -699.99999999985, -750.00000000023
-50.000000000113, -700.000000000024, -699.999999999946
-50.0000000001, -699.999999999822, -650.000000000174
-50.000000000218, -699.999999999931, -600.000000000052
-49.999999999885, -700.00000000017, -549.99999999994
-49.999999999801, -699.999999999885, -500.000000000128
-49.999999999888, -699.999999999989, -450.000000000063
-49.999999999835, -700.000000000169, -399.999999999843
-50.00000000001, -700.000000000036, -349.999999999898
-49.999999999927, -700.0000000001, -299.99999999987
-49.999999999834, -700.00000000006, -249.999999999962
-49.99999999994, -650.00000000029, -949.999999999744
-49.999999999846, -650.000000000133, -899.99999999987
-49.999999999991, -650.000000000097, -850.00000000005
-49.999999999871, -650.000000000075, -799.999999999921
-50.0, -650.000000000009, -749.999999999838
-50.00000000008, -649.999999999897, -699.999999999957
-50.000000000238, -649.999999999848, -650.000000000075
-49.999999999779, -650.000000000158, -599.999999999908
-49.999999999951, -649.999999999813, -550.000000000232
-49.999999999868, -649.999999999978, -500.000000000072
-49.999999999829, -650.000000000097, -449.999999999944
-50.000000000014, -649.999999999875, -400.000000000166
-50.000000000042, -649.999999999982, -350.000000000037
-50.000000002365, -649.999999999973, -299.999999999779
-49.999999999879, -600.000000000271, -999.999999999802
-50.000000000147, -600.000000000271, -949.999999999806
-49.999999999853, -600.000000000305, -899.999999999784
-49.999999999854, -600.000000000076, -850.000000000018
-50.00000000007, -599.999999999827, -800.00000000022
-50.000000000167, -600.000000000185, -749.999999999928
-50.000000000021, -599.999999999746, -700.000000000261
-49.999999999854, -600.000000000156, -649.999999999855
-49.99999999989, -599.999999999943, -600.000000000011
-49.999999999804, -600.000000000079, -549.99999999999
-50.000000000124, -599.999999999963, -500.000000000033
-49.999999999823, -599.999999999853, -450.000000000136
-49.999999999879, -599.999999999888, -400.000000000101
-50.000000000032, -549.999999999766, -1000.000000000202
-50.000000000077, -549.999999999905, -949.999999999953
-49.999999999958, -549.999999999796, -900.000000000125
-50.000000000114, -549.999999999999, -850.000000000031
-50.000000000231, -549.999999999809, -800.000000000076
-49.999999999992, -550.000000000051, -749.999999999816
-49.99999999983, -549.999999999872, -700.000000000106
-50.000000000234, -550.00000000017, -649.999999999906
-50.00000000017, -549.99999999996, -600.00000000001
-49.999999999828, -550.000000000008, -549.999999999978
-49.999999999965, -549.999999999865, -500.000000000038
-50.00000000003, -549.999999999878, -450.000000000022
-50.000000000071, -499.999999999574, -1050.000000000282
-49.999999999783, -500.000000000027, -999.99999999999
-50.000000000016, -500.000000000018, -949.999999999886
-49.999999999918, -500.000000000027, -899.999999999891
-49.9999999997, -500.000000000069, -849.999999999999
-49.999999999783, -500.00000000007, -799.999999999968
-50.00000000012, -499.999999999967, -750.000000000072
-49.999999999975, -499.999999999834, -700.000000000079
-49.999999999922, -499.999999999841, -650.000000000151
-49.999999999971, -500.000000000053, -599.999999999958
-50.000000000024, -500.000000000174, -549.99999999991
-50.000000000154, -500.000000000085, -499.999999999952
-50.000000000109, -500.000000000033, -449.999999999967
-50.000000000073, -450.000000000046, -1099.999999999976
-49.999999999981, -450.000000000153, -1049.999999999853
-49.999999999916, -449.99999999996, -999.999999999952
-50.000000000083, -450.000000000002, -950.000000000022
-50.000000000151, -450.000000000195, -899.99999999986
-49.999999999757, -450.000000000077, -849.999999999993
-49.999999999846, -450.000000000154, -800.000000000006
-50.000000000093, -450.000000000239, -749.99999999989
-49.999999999838, -449.999999999914, -700.000000000068
-50.000000000063, -449.999999999867, -650.000000000024
-49.99999999988, -450.000000000212, -599.999999999881
-49.999999999808, -450.000000000139, -549.999999999949
-49.999999999847, -450.000000000142, -499.99999999995
-50.000000000027, -399.999999999996, -1100.000000000084
-49.999999999914, -400.000000000076, -1049.999999999912
-50.000000000237, -400.000000000163, -999.999999999961
-49.999999999908, -400.000000000044, -949.999999999987
-50.00000000004, -400.000000000061, -899.999999999837
-50.000000000067, -399.999999999679, -850.000000000213
-50.00000000002, -400.000000000044, -800.000000000118
-49.999999999783, -400.000000000101, -749.999999999947
-50.000000000061, -399.99999999985, -699.999999999949
-49.999999999768, -399.999999999978, -650.000000000023
-50.000000000096, -400.000000000049, -600.000000000008
-50.00000000012, -399.999999999874, -550.000000000036
-50.000000000175, -349.99999999994, -1150.000000000017
-50.000000000032, -350.000000000454, -1099.999999999803
-50.000000000116, -350.000000000196, -1049.99999999996
-49.99999999999, -349.999999999716, -1000.000000000076
-49.999999999966, -350.00000000011, -950.000000000032
-50.000000000099, -350.000000000015, -899.999999999978
-49.999999999947, -349.999999999708, -850.00000000018
-50.000000000061, -350.000000000145, -800.00000000003
-49.99999999998, -350.00000000001, -749.999999999941
-50.000000000119, -350.00000000014, -699.999999999909
-50.000000000199, -349.999999999933, -649.999999999988
-49.999999999954, -349.999999999935, -599.999999999954
-50.000000000008, -350.000000000013, -550.000000000011
-50.000000000074, -300.000000000262, -1149.999999999863
-49.999999999743, -299.999999999974, -1100.000000000049
-49.999999999941, -299.999999999714, -1050.000000000142
-50.000000000002, -299.999999999779, -1000.000000000064
-50.000000000257, -299.999999999998, -949.999999999966
-49.999999999897, -300.000000000304, -899.999999999887
-49.999999999981, -299.999999999904, -850.000000000021
-50.000000000094, -300.00000000006, -799.999999999994
-50.000000000182, -299.999999999891, -750.000000000027
-50.000000000092, -299.999999999912, -699.99999999999
-49.999999999953, -300.000000000207, -649.9999999999
-50.000000000136, -299.999999999961, -600.000000000002
-50.000000000084, -299.999999999865, -550.000000000042
-49.999999999958, -249.999999999868, -1150.000000000024
-49.999999999962, -249.999999999988, -1099.999999999941
-50.000000000212, -249.999999999671, -1050.000000000088
-50.00000000019, -250.00000000008, -999.999999999954
-50.000000000109, -249.999999999711, -950.000000000091
-49.999999999983, -249.999999999924, -899.999999999846
-49.99999999984, -250.000000000219, -849.999999999913
-49.999999999887, -250.000000000027, -799.99999999993
-50.000000000063, -250.000000000021, -750.000000000022
-50.000000000111, -249.999999999753, -700.00000000008
-49.999999999879, -250.000000000132, -650.000000000013
-50.000000000109, -249.99999999985, -600.00000000001
-49.999999999768, -199.999999999866, -1200.000000000043
-50.000000000226, -199.999999999923, -1149.99999999995
-50.000000000122, -199.99999999962, -1100.000000000095
-49.999999999986, -200.000000000107, -1049.999999999974
-49.999999999969, -200.000000000022, -1000.000000000035
-50.000000000289, -199.999999999815, -949.999999999968
-50.000000000305, -199.999999999846, -899.999999999967
-50.000000000241, -200.000000000156, -849.999999999967
-50.00000000001, -199.999999999994, -799.999999999894
-50.000000000027, -199.999999999724, -750.000000000103
-49.999999999976, -200.000000000036, -699.999999999968
-49.999999999848, -199.999999999885, -650.00000000003
-50.000000000074, -200.000000000017, -600.00000000002
-50.000000000012, -150.000000000152, -1199.99999999994
-50.000000000366, -149.99999999976, -1149.999999999984
-49.999999999952, -150.000000000278, -1099.999999999934
-49.999999999957, -150.00000000006, -1049.999999999909
-49.999999999873, -150.000000000046, -999.999999999935
-50.000000000081, -149.999999999726, -950.000000000062
-50.000000000054, -149.999999999828, -900.000000000013
-49.999999999989, -149.99999999965, -850.00000000013
-50.000000000029, -149.99999999968, -800.000000000108
-50.000000000095, -149.999999999995, -749.999999999961
-50.00000000017, -149.999999999858, -699.99999999997
-50.000000000086, -150.000000000096, -649.999999999977
-49.999999999947, -150.000000000094, -599.99999999997
-50.000000000111, -99.999999999822, -1199.999999999979
-50.00000000024, -99.999999999697, -1149.999999999989
-49.999999999762, -99.999999999906, -1099.999999999985
-50.000000000205, -100.000000000073, -1049.999999999913
-49.999999999654, -99.999999999851, -999.999999999992
-50.000000000317, -100.000000000023, -949.99999999997
-49.999999999944, -100.000000000393, -899.999999999914
-50.000000000042, -99.999999999969, -849.9999999999
-50.000000000156, -100.000000000028, -800.000000000001
-49.999999999949, -99.999999999998, -749.99999999995
-49.999999999977, -100.00000000006, -700.000000000074
-49.999999999887, -99.999999999894, -649.99999999999
-49.999999999938, -99.999999999876, -600.000000000009
-50.000000000148, -50.000000000134, -1200.000000000016
-49.999999999847, -49.999999999866, -1149.999999999962
-50.000000000335, -49.999999999798, -1099.999999999946
-50.000000000131, -49.999999999922, -1049.999999999987
-50.000000000071, -49.999999999906, -999.999999999949
-50.000000000028, -50.000000000047, -949.999999999942
-50.000000000011, -49.999999999866, -900.000000000144
-49.999999999811, -49.999999999874, -850.000000000043
-49.999999999963, -50.000000000008, -799.99999999995
-50.000000000056, -49.999999999881, -749.999999999953
-50.000000000012, -50.000000000096, -699.999999999983
-50.000000000188, -49.999999999983, -649.999999999974
-50.000000000046, -49.999999999999, -600.000000000028
-50.000000000045, 1e-10, -1199.999999999978
-49.999999999956, 1.15e-10, -1150.000000000044
-49.999999999744, 2.08e-10, -1100.000000000033
-50.000000000196, 2.4e-11, -1049.999999999956
-49.999999999997, 1.18e-10, -1000.00000000011
-50.000000000199, 1.18e-10, -949.99999999998
-49.99999999986, -4e-11, -900.000000000096
-49.999999999908, 7.8e-11, -849.999999999947
-49.999999999801, 1.82e-10, -799.999999999989
-50.000000000203, 5.3e-11, -749.999999999953
-49.999999999888, -4.4e-11, -700.000000000027
-49.999999999923, -2.1e-11, -649.999999999998
-49.999999999932, 2.7e-11, -600.000000000007
-49.999999999982, 49.999999999789, -1200.000000000015
-50.000000000273, 50.000000000161, -1149.99999999999
-49.999999999836, 49.999999999962, -1099.999999999932
-49.999999999942, 49.999999999815, -1050.000000000012
-50.00000000001, 49.999999999936, -1000.000000000149
-50.000000000077, 50.000000000173, -949.999999999995
-49.999999999762, 49.99999999989, -900.000000000041
-49.999999999901, 50.000000000045, -849.999999999899
-49.999999999869, 50.000000000238, -799.999999999972
-50.000000000201, 49.999999999955, -750.000000000012
-50.000000000003, 49.999999999982, -700.00000000006
-49.999999999905, 49.999999999916, -649.999999999986
-49.999999999882, 49.999999999988, -599.999999999999
-50.000000000177, 100.000000000015, -1199.999999999958
-49.99999999991, 100.000000000144, -1149.999999999929
-50.000000000033, 99.999999999872, -1099.999999999981
-50.000000000414, 100.000000000008, -1049.999999999979
-49.999999999848, 99.999999999998, -999.9999999999
-50.000000000096, 100.000000000007, -949.999999999962
-50.000000000013, 100.000000000092, -900.000000000112
-49.999999999694, 100.000000000102, -849.99999999998
-49.999999999734, 100.000000000012, -800.000000000004
-50.000000000223, 99.999999999879, -750.000000000072
-50.000000000016, 100.000000000039, -700.000000000009
-49.999999999986, 100.00000000007, -649.999999999988
-49.999999999944, 99.999999999925, -599.999999999974
-50.000000000199, 150.000000000028, -1199.999999999981
-49.999999999737, 149.999999999916, -1150.000000000079
-50.000000000399, 149.999999999989, -1099.99999999999
-50.000000000037, 149.999999999849, -1049.999999999982
-49.999999999967, 150.000000000087, -1000.000000000101
-50.000000000332, 150.000000000155, -949.999999999894
-49.999999999766, 150.000000000145, -899.999999999914
-50.00000000004, 149.999999999986, -849.99999999987
-49.999999999872, 149.999999999837, -800.000000000075
-50.000000000107, 150.000000000058, -749.999999999967
-49.999999999756, 150.000000000057, -699.999999999989
-50.000000000004, 150.000000000106, -649.99999999995
-49.999999999935, 150.000000000002, -600.000000000002
-50.000000000216, 200.000000000093, -1199.999999999968
-50.000000000071, 199.999999999784, -1150.000000000068
-50.000000000348, 200.000000000068, -1099.999999999922
-49.999999999905, 199.999999999937, -1049.999999999936
-49.999999999915, 200.000000000038, -999.999999999861
-50.000000000137, 199.99999999992, -950.000000000117
-50.000000000174, 200.000000000066, -900.000000000056
-50.000000000007, 200.000000000062, -849.999999999998
-49.999999999863, 199.999999999854, -800.000000000114
-50.000000000076, 200.000000000101, -749.99999999996
-49.99999999998, 200.000000000018, -699.999999999928
-50.000000000011, 199.999999999922, -649.999999999929
-49.999999999924, 200.000000000055, -600.000000000015
-49.999999999962, 249.99999999996, -1150.000000000074
-49.999999999761, 249.999999999753, -1100.000000000064
-50.000000000038, 250.000000000147, -1049.999999999994
-49.99999999989, 250.000000000121, -1000.000000000014
-50.000000000008, 250.000000000257, -949.999999999966
-50.000000000087, 249.999999999817, -899.99999999996
-49.999999999895, 249.999999999977, -849.999999999947
-49.999999999922, 249.999999999948, -799.99999999991
-50.000000000218, 249.999999999966, -749.999999999992
-50.000000000181, 249.999999999898, -700.000000000035
-49.999999999877, 250.000000000149, -649.99999999997
-50.000000000096, 250.000000000098, -599.999999999972
-49.999999999936, 299.999999999907, -1150.000000000024
-50.000000000044, 300.000000000006, -1099.999999999965
-50.00000000021, 300.000000000087, -1049.999999999842
-50.000000000226, 300.000000000049, -999.999999999968
-49.999999999801, 300.000000000125, -949.999999999933
-49.999999999712, 299.999999999926, -900.000000000076
-50.000000000017, 300.000000000112, -849.999999999895
-49.999999999813, 300.000000000028, -799.99999999996
-50.000000000089, 299.999999999905, -750.000000000034
-49.999999999999, 300.000000000106, -699.999999999986
-50.000000000127, 300.000000000126, -649.99999999993
-49.999999999905, 299.99999999999, -600.000000000015
-50.000000000112, 300.000000000057, -549.999999999983
-50.000000000184, 349.999999999872, -1100.000000000034
-50.000000000418, 350.000000000039, -1049.999999999955
-49.999999999741, 350.000000000112, -999.99999999994
-49.999999999749, 349.999999999896, -950.000000000154
-50.000000000042, 350.000000000119, -899.999999999909
-50.000000000204, 349.999999999992, -850.000000000062
-49.999999999896, 349.999999999875, -800.000000000042
-49.999999999937, 349.999999999972, -749.999999999966
-49.999999999937, 349.999999999885, -699.999999999988
-49.999999999907, 349.999999999907, -650.000000000096
-49.999999999807, 350.000000000029, -599.999999999948
-50.00000000006, 350.0000000001, -549.999999999993
-49.999999999957, 400.000000000155, -1099.999999999917
-49.999999999701, 399.999999999808, -1050.000000000134
-49.999999999706, 400.000000000062, -999.999999999931
-49.999999999908, 400.000000000125, -949.999999999948
-50.000000000169, 399.999999999932, -899.999999999974
-50.000000000047, 399.999999999979, -850.000000000004
-49.999999999862, 400.000000000012, -800.000000000024
-49.999999999926, 400.000000000226, -749.999999999909
-50.000000000107, 399.999999999895, -700.000000000031
-49.999999999903, 400.000000000019, -649.999999999913
-50.000000000053, 400.000000000078, -600.000000000067
-50.000000000109, 399.999999999942, -550.000000000041
-49.999999999906, 399.999999999966, -500.000000000003
-49.999999999987, 449.999999999917, -1050.000000000021
-50.00000000007, 449.999999999948, -999.999999999994
-50.000000000146, 449.999999999921, -950.000000000073
-49.999999999946, 449.999999999864, -899.999999999998
-49.999999999904, 450.000000000151, -849.999999999916
-50.000000000122, 449.999999999992, -799.999999999908
-50.000000000211, 450.000000000008, -750.000000000069
-49.999999999772, 449.999999999959, -700.000000000097
-50.000000000106, 449.999999999984, -649.999999999994
-50.000000000139, 449.999999999898, -600.000000000089
-49.999999999986, 450.000000000024, -550.000000000004
-49.999999999947, 450.000000000149, -499.999999999878
-49.999999999891, 500.000000000084, -1049.999999999949
-50.000000000304, 500.00000000019, -999.999999999812
-49.999999999834, 500.000000000006, -950.0000000001
-50.000000000267, 500.000000000167, -899.999999999859
-49.999999999628, 499.999999999922, -850.000000000158
-49.999999999787, 500.000000000053, -799.999999999892
-50.000000000022, 500.00000000001, -750.000000000036
-49.999999999933, 499.999999999987, -700.000000000109
-49.999999999979, 499.999999999784, -650.000000000119
-49.999999999995, 500.000000000025, -599.999999999946
-49.999999999924, 499.999999999998, -550.000000000019
-50.000000000045, 499.999999999974, -499.999999999937
-49.99999999998, 500.00000000007, -449.999999999958
-49.999999999911, 549.999999999848, -1000.000000000168
-50.000000000146, 549.999999999906, -950.000000000008
-50.000000000142, 549.99999999996, -899.999999999906
-50.000000000295, 549.999999999918, -850.000000000044
-49.999999999829, 549.999999999918, -800.000000000081
-49.999999999962, 550.000000000087, -749.999999999948
-49.99999999991, 550.000000000042, -700.000000000094
-49.999999999878, 549.999999999941, -649.99999999995
-50.000000000005, 550.000000000118, -599.99999999991
-49.999999999877, 549.999999999946, -549.999999999924
-50.000000000026, 549.999999999876, -500.00000000014
-49.999999999923, 550.000000000077, -449.999999999937
-49.999999999982, 549.999999999949, -399.999999999985
-49.999999999918, 549.999999999984, -349.999999999998
-50.000000000587, 600.000000000019, -949.999999999952
-49.999999999498, 600.000000000085, -899.999999999951
-49.999999999617, 599.999999999949, -850.000000000075
-49.999999999892, 600.000000000037, -800.000000000012
-49.999999999681, 600.000000000017, -749.999999999984
-49.999999999884, 600.000000000023, -700.000000000162
-49.999999999899, 600.000000000036, -649.999999999908
-50.000000000207, 599.999999999974, -599.999999999982
-50.00000000002, 599.999999999828, -550.000000000154
-49.999999999786, 600.000000000002, -500.000000000012
-50.000000000091, 600.00000000006, -449.999999999928
-50.000000000208, 600.000000000028, -399.999999999877
-50.000000000133, 599.99999999997, -350.000000000059
-49.999999999855, 599.999999999967, -300.000000000092
-49.99999999988, 599.999999999974, -250.000000000109
-49.999999999989, 650.000000000012, -900.000000000054
-49.999999999752, 649.999999999991, -850.000000000051
-50.000000000324, 649.999999999903, -800.000000000162
-49.999999999844, 649.999999999931, -750.000000000171
-49.999999999689, 649.999999999933, -700.000000000057
-49.999999999979, 649.999999999778, -650.000000000244
-50.00000000012, 650.000000000038, -599.999999999943
-49.999999999728, 649.999999999972, -550.000000000013
-50.000000000183, 650.00000000008, -499.99999999989
-50.000000000114, 650.00000000006, -450.000000000003
-50.000000000128, 649.999999999962, -400.000000000101
-49.999999999876, 650.0, -349.999999999972
-49.999999999863, 649.999999999962, -299.999999999992
-49.999999999841, 649.999999999974, -249.999999999986
-49.99999999997, 650.000000000022, -199.999999999868
-50.00000000005, 649.999999999995, -50.000000000173
-50.000000000034, 699.999999999956, -850.000000000066
-49.99999999986, 700.00000000005, -799.999999999838
-49.999999999771, 700.000000000011, -749.999999999873
-50.000000000091, 699.999999999858, -700.000000000111
-49.999999999885, 700.000000000058, -650.000000000069
-49.999999999635, 700.000000000049, -599.999999999953
-49.999999999816, 699.999999999916, -550.000000000124
-50.000000000278, 699.999999999969, -500.000000000044
-49.99999999993, 699.999999999983, -449.999999999885
-49.999999999939, 700.00000000007, -399.999999999818
-50.000000000195, 700.000000000001, -349.999999999993
-49.999999999787, 699.999999999994, -299.999999999978
-49.999999999814, 700.000000000002, -249.999999999962
-49.999999999785, 699.999999999997, -199.999999999971
-50.000000000199, 699.999999999999, -150.000000000162
-49.999999999632, 699.999999999975, -50.000000000091
-50.000000000079, 749.999999999971, -750.000000000153
-50.000000000724, 749.999999999908, -700.000000000087
-50.000000000213, 749.999999999965, -649.999999999942
-49.999999999665, 749.999999999943, -600.000000000178
-50.000000000063, 749.999999999946, -550.000000000204
-49.999999999842, 749.999999999973, -500.000000000163
-49.999999999522, 750.00000000001, -449.999999999977
-49.999999999863, 750.000000000026, -400.000000000163
-49.999999999819, 749.999999999956, -350.000000000187
-49.999999999815, 750.000000000038, -299.999999999962
-50.000000000182, 749.999999999978, -250.00000000009
-49.999999999655, 750.000000000058, -200.000000000039
-50.000000000385, 749.999999999979, -149.99999999998
-50.00000000019, 750.000000000028, -100.000000000064
-49.999999999117, 750.000000000034, -49.999999999997
-49.999999999608, 800.00000000002, -649.999999999962
-50.000000001391, 799.999999999951, -599.999999999891
-49.999999999066, 800.000000000074, -549.999999999939
-49.999999999807, 799.999999999979, -499.99999999984
-50.000000000629, 799.999999999953, -450.000000000169
-49.999999999917, 800.000000000065, -400.00000000009
-49.999999999388, 800.000000000054, -349.999999999953
-49.999999999876, 800.000000000045, -299.999999999969
-49.999999999001, 800.000000000028, -249.999999999974
-49.99999999908, 800.000000000015, -199.999999999977
-50.000000001051, 799.999999999952, -150.000000000022
-50.000000003578, 799.999999999836, -99.99999999996
-50.000000000257, 849.999999999942, -550.00000000013
-50.000000000516, 850.000000000015, -499.999999999801
-50.000000001477, 849.999999999858, -450.000000000114
-49.999999983808, 850.000000000943, -400.000000000626
-49.999999991124, 850.000000000498, -350.000000000241
-50.00000000664, 849.999999999555, -299.999999999693
-50.000000000072, 850.000000000049, -249.999999999993
-49.999999999272, 850.00000000004, -199.999999999791
-50.000000000111, 850.000000000009, -149.999999999865
-50.000000000023, 850.000000000042, -100.000000000194
-49.999999999949, 899.999999999974, -350.00000000016
-49.999999999989, 900.000000000031, -300.000000000106
-49.999999999953, 900.000000000035, -249.999999999803
-50.000000000089, 899.999999999986, -200.000000000278
-50.000000000068, 899.999999999969, -149.999999999912
-50.000000000049, 900.000000000017, -100.000000000314
0.0, 0.0, -1200.000000000052
0.0, 0.0, -1149.999999999962
0.0, -0.0, -1099.999999999883
-0.0, -0.0, -1050.000000000071
-0.0, -0.0, -999.999999999888
-0.0, 0.0, -950.000000000079
-0.0, -0.0, -900.000000000047
0.0, 0.0, -849.999999999866
-0.0, 0.0, -799.999999999833
0.0, 0.0, -749.999999999851
0.0, 0.0, -700.000000000046
0.0, 0.0, -650.000000000086
0.0, -0.0, -599.999999999955
50.000000000108, -949.999999999898, -250.000000000436
50.00000000004, -949.999999999957, -200.000000000172
49.999999999939, -950.000000000062, -149.999999999689
49.99999999999, -950.000000000013, -100.000000000025
50.000000000041, -899.999999999753, -550.000000000518
49.999999999958, -900.000000000113, -499.999999999867
49.99999999993, -900.000000000031, -449.999999999893
49.999999999994, -900.000000000075, -399.999999999725
49.999999999996, -899.999999999997, -350.000000000163
50.000000000014, -900.000000000075, -299.999999999813
50.000000000153, -899.999999999894, -250.000000000174
49.999999999913, -900.000000000035, -199.999999999922
49.999999999961, -900.000000000052, -149.999999999972
49.999999999961, -899.999999999984, -99.999999999979
49.999999999883, -850.000000000083, -699.999999999877
50.000000000012, -849.999999999784, -650.000000000448
50.000000000026, -850.000000000079, -599.999999999872
49.999999999994, -850.000000000175, -549.999999999623
49.999999999976, -850.000000000082, -499.999999999974
50.00000000004, -850.000000000166, -449.99999999975
49.99999999998, -850.000000000066, -399.99999999977
50.000000000075, -850.000000000015, -349.999999999903
49.999999999988, -850.000000000085, -299.999999999777
50.000000000006, -850.000000000032, -249.999999999844
49.999999999898, -850.000000000008, -200.000000000074
49.999999999918, -849.999999999938, -150.000000000127
49.999999999995, -849.999999999937, -100.000000000043
49.999999999921, -800.000000000208, -799.999999999747
49.999999999866, -800.000000000224, -749.999999999706
49.999999999933, -799.999999999945, -700.000000000018
49.999999999968, -799.999999999888, -650.000000000104
50.000000000001, -799.999999999862, -600.000000000098
50.000000000011, -799.999999999872, -550.000000000232
49.99999999995, -799.999999999994, -500.000000000033
49.999999999991, -800.000000000174, -449.9999999998
50.000000000138, -800.00000000011, -399.999999999825
50.00000000002, -799.999999999955, -349.99999999994
49.999999999944, -800.000000000106, -299.99999999981
49.99999999997, -799.999999999925, -250.000000000125
50.000000000008, -800.000000000121, -199.999999999874
49.999999999966, -799.999999999974, -150.00000000013
49.999999999951, -799.999999999993, -100.00000000006
50.000000000051, -749.99999999983, -850.000000000219
49.999999999987, -749.999999999935, -800.000000000006
50.000000000042, -750.000000000056, -750.000000000057
50.000000000052, -749.999999999896, -700.000000000144
50.000000000092, -749.999999999858, -650.000000000158
49.999999999905, -749.999999999843, -600.00000000011
50.000000000071, -750.000000000158, -549.999999999849
49.999999999877, -750.000000000046, -500.000000000039
50.000000000202, -750.000000000012, -449.999999999964
50.000000000192, -749.999999999852, -400.000000000134
50.000000000035, -749.999999999894, -350.00000000012
49.999999999876, -750.000000000089, -299.999999999873
50.000000000077, -749.999999999946, -250.000000000042
50.00000000016, -750.000000000094, -199.999999999803
50.000000001617, -749.999999999912, -149.999999999936
49.99999999999, -750.000000000005, -99.999999999938
49.99999999997, -749.99999999994, -49.999999999768
50.000000000024, -700.000000000118, -899.999999999864
50.000000000117, -700.000000000035, -849.999999999935
49.99999999997, -700.00000000006, -800.000000000051
49.999999999962, -699.99999999985, -750.00000000023
50.000000000113, -700.000000000024, -699.999999999946
50.0000000001, -699.999999999822, -650.000000000174
50.000000000218, -699.999999999931, -600.000000000052
49.999999999885, -700.00000000017, -549.99999999994
49.999999999801, -699.999999999885, -500.000000000129
49.999999999888, -699.999999999989, -450.000000000063
49.999999999835, -700.000000000169, -399.999999999843
50.00000000001, -700.000000000036, -349.999999999898
49.999999999927, -700.0000000001, -299.999999999871
49.999999999834, -700.00000000006, -249.999999999962
49.99999999994, -650.00000000029, -949.999999999744
49.999999999846, -650.000000000133, -899.99999999987
49.999999999991, -650.000000000097, -850.00000000005
49.999999999871, -650.000000000075, -799.999999999921
50.0, -650.000000000009, -749.999999999838
50.00000000008, -649.999999999898, -699.999999999957
50.000000000238, -649.999999999848, -650.000000000075
49.999999999779, -650.000000000158, -599.999999999908
49.999999999951, -649.999999999813, -550.000000000232
49.999999999868, -649.999999999978, -500.000000000071
49.999999999829, -650.000000000097, -449.999999999944
50.000000000014, -649.999999999875, -400.000000000166
50.000000000042, -649.999999999982, -350.000000000037
50.000000002365, -649.999999999973, -299.999999999778
49.999999999879, -600.000000000271, -999.999999999803
50.000000000147, -600.000000000271, -949.999999999806
49.999999999853, -600.000000000305, -899.999999999784
49.999999999854, -600.000000000076, -850.000000000018
50.00000000007, -599.999999999827, -800.00000000022
50.000000000167, -600.000000000185, -749.999999999928
50.000000000021, -599.999999999746, -700.000000000261
49.999999999854, -600.000000000156, -649.999999999855
49.99999999989, -599.999999999943, -600.000000000011
49.999999999804, -600.000000000079, -549.999999999989
50.000000000124, -599.999999999963, -500.000000000033
49.999999999823, -599.999999999853, -450.000000000136
49.999999999879, -599.999999999888, -400.000000000101
50.000000000032, -549.999999999766, -1000.000000000202
50.000000000077, -549.999999999905, -949.999999999953
49.999999999958, -549.999999999796, -900.000000000125
50.000000000114, -549.999999999998, -850.00000000003
50.000000000231, -549.999999999809, -800.000000000076
49.999999999992, -550.000000000051, -749.999999999816
49.99999999983, -549.999999999871, -700.000000000106
50.000000000234, -550.00000000017, -649.999999999906
50.00000000017, -549.99999999996, -600.000000000011
49.999999999828, -550.000000000008, -549.999999999978
49.999999999965, -549.999999999865, -500.000000000037
50.00000000003, -549.999999999878, -450.000000000022
50.000000000071, -499.999999999574, -1050.000000000282
49.999999999783, -500.000000000027, -999.99999999999
50.000000000016, -500.000000000018, -949.999999999886
49.999999999918, -500.000000000027, -899.999999999891
49.9999999997, -500.000000000069, -849.999999999999
49.999999999783, -500.00000000007, -799.999999999967
50.00000000012, -499.999999999967, -750.000000000072
49.999999999975, -499.999999999834, -700.000000000079
49.999999999922, -499.999999999841, -650.000000000151
49.999999999971, -500.000000000053, -599.999999999958
50.000000000024, -500.000000000174, -549.99999999991
50.000000000154, -500.000000000085, -499.999999999952
50.000000000109, -500.000000000037, -449.999999999942
50.000000000073, -450.000000000046, -1099.999999999977
49.999999999981, -450.000000000153, -1049.999999999853
49.999999999916, -449.99999999996, -999.999999999952
50.000000000083, -450.000000000002, -950.000000000022
50.000000000151, -450.000000000195, -899.99999999986
49.999999999757, -450.000000000076, -849.999999999993
49.999999999846, -450.000000000154, -800.000000000006
50.000000000093, -450.000000000239, -749.99999999989
49.999999999838, -449.999999999914, -700.000000000068
50.000000000063, -449.999999999867, -650.000000000024
49.99999999988, -450.000000000212, -599.999999999881
49.999999999808, -450.000000000139, -549.999999999949
