x, y, z
-450.000000000072, 399.999999999977, -400.000000000023
-449.999999999828, 449.999999999795, -950.000000000253
-449.999999999756, 449.999999999953, -900.000000000222
-449.999999999786, 449.999999999851, -850.000000000278
-450.000000000071, 450.000000000028, -799.999999999831
-450.000000000123, 449.999999999921, -749.999999999969
-449.999999999939, 450.00000000012, -699.999999999888
-449.999999999848, 449.999999999985, -650.000000000078
-450.000000000075, 449.999999999893, -600.000000000064
-449.999999999877, 449.999999999918, -549.999999999999
-449.999999999738, 450.000000000056, -500.000000000072
-450.000000000137, 449.999999999868, -450.000000000045
-450.000000000063, 450.000000000006, -399.999999999928
-450.000000000057, 449.999999999875, -350.000000000103
-449.999999999723, 499.999999999867, -900.000000000311
-450.000000000187, 499.999999999894, -849.999999999972
-450.000000000052, 500.000000000105, -799.999999999883
-450.000000000083, 500.000000000043, -750.000000000023
-449.999999999715, 499.999999999985, -700.000000000231
-449.999999999988, 500.000000000089, -650.000000000017
-449.999999999748, 500.000000000058, -600.000000000054
-449.999999999769, 500.000000000123, -549.999999999996
-449.999999999882, 500.000000000019, -500.000000000075
-450.000000000112, 500.000000000061, -449.999999999941
-450.0000000002, 499.999999999919, -400.000000000004
-450.000000000033, 499.999999999967, -350.000000000097
-449.999999999982, 500.000000000022, -300.000000000005
-450.000000000084, 550.000000000142, -849.999999999784
-450.000000000057, 549.999999999907, -799.999999999989
-450.000000000298, 549.999999999866, -749.999999999981
-450.000000000296, 550.000000000053, -699.999999999637
-450.000000000128, 549.999999999953, -649.999999999857
-449.999999999868, 549.999999999925, -600.000000000104
-449.999999999868, 550.000000000064, -550.000000000018
-449.999999999852, 549.999999999973, -499.999999999977
-450.000000000169, 550.000000000016, -449.999999999975
-449.999999999957, 549.999999999831, -400.000000000235
-449.999999999807, 550.00000000001, -350.000000000105
-449.999999999837, 549.999999999977, -300.000000000145
-450.000000000001, 549.999999999911, -250.000000000165
-450.000000000656, 599.999999999942, -799.999999999539
-450.000000000418, 600.00000000005, -749.999999999609
-450.000000000063, 600.000000000041, -699.99999999997
-450.000000000186, 600.000000000114, -649.999999999774
-449.999999999784, 600.00000000009, -600.000000000017
-450.000000000357, 599.999999999888, -549.999999999922
-450.000000000168, 600.00000000006, -499.999999999707
-450.000000000138, 600.000000000095, -449.999999999728
-449.999999999957, 599.99999999998, -400.000000000082
-449.999999999904, 600.000000000002, -350.000000000201
-450.000000000131, 599.999999999961, -300.000000000021
-450.000000000145, 599.999999999998, -249.99999999989
-449.999999999956, 600.000000000079, -199.999999999798
-449.999999999895, 599.999999999983, -150.000000000092
-450.000000000186, 649.999999999912, -700.000000000033
-450.000000000224, 649.999999999988, -649.999999999735
-450.00000000015, 649.999999999905, -600.000000000002
-450.000000000287, 649.99999999993, -549.999999999844
-450.000000000271, 649.999999999981, -499.999999999702
-449.999999999872, 650.000000000019, -450.000000000223
-450.000000000107, 649.999999999993, -399.999999999973
-450.000000000079, 650.000000000008, -349.999999999857
-450.00000000015, 649.999999999976, -299.999999999865
-449.999999999781, 650.000000000033, -250.000000000147
-450.00000000012, 650.0, -200.000000000049
-450.000000000057, 649.999999999984, -150.000000000052
-450.000000000203, 649.999999999846, -99.999999999782
-449.999999999504, 700.00000000016, -550.000000000321
-449.999999999999, 700.0, -500.000000000175
-449.999999999829, 700.000000000044, -450.000000000277
-449.999999999736, 700.000000000094, -400.00000000017
-450.000000000247, 699.99999999989, -349.99999999972
-450.000000000322, 699.999999999846, -299.999999999702
-449.999999999371, 700.000000000302, -250.000000000263
-399.999999998125, -750.000000001177, -399.999999999219
-400.000000000821, -699.999999999258, -650.000000000404
-400.000000000039, -699.999999999949, -600.000000000067
-399.999999999608, -700.000000000429, -549.999999999644
-400.000000000222, -699.999999999833, -500.000000000002
-400.000000000311, -699.999999999726, -450.000000000062
-400.000000000156, -699.999999999864, -400.000000000145
-400.000000000153, -699.999999999785, -350.000000000147
-399.9999999999, -700.000000000132, -300.000000000053
-399.9999999998, -700.000000000239, -249.999999999895
-399.999999999633, -700.000000000343, -199.999999999905
-399.999999999913, -700.000000000039, -149.999999999978
-399.999999994825, -700.000000002759, -99.999999999891
-400.000000000623, -649.999999999247, -750.000000000428
-400.000000000109, -649.999999999886, -700.000000000113
-399.999999999868, -650.000000000064, -650.000000000122
-399.99999999986, -650.000000000114, -600.00000000002
-400.000000000086, -650.000000000016, -549.99999999981
-400.000000000026, -650.00000000007, -499.999999999946
-399.999999999976, -650.00000000005, -449.999999999991
-400.000000000067, -649.999999999899, -399.999999999967
-400.000000000071, -649.999999999953, -349.99999999988
-399.999999999886, -650.000000000082, -300.000000000098
-400.000000000089, -649.999999999911, -249.999999999948
-400.000000000211, -649.999999999754, -200.000000000039
-400.000000000048, -649.999999999909, -149.999999999988
-399.999999999727, -650.000000000256, -99.999999999937
-400.000000000251, -649.99999999977, -50.000000000014
-399.999999999816, -600.000000000268, -799.99999999988
-399.999999999979, -600.000000000019, -750.000000000007
-399.999999999622, -600.000000000379, -699.99999999998
-400.00000000001, -599.999999999969, -649.999999999952
-400.000000000258, -599.999999999752, -600.000000000037
-399.999999999917, -600.000000000168, -549.999999999872
-399.999999999947, -599.999999999994, -500.000000000039
-400.000000000041, -600.00000000003, -450.000000000106
-400.00000000002, -600.000000000146, -399.999999999754
-400.000000000022, -599.99999999987, -350.000000000043
-399.999999999992, -600.000000000114, -299.999999999798
-399.999999999922, -600.000000000157, -249.999999999867
-400.00000000008, -599.99999999985, -200.000000000186
-400.000000000074, -599.999999999858, -150.00000000014
-400.000000000085, -599.999999999922, -49.999999999901
-400.000000000063, -550.000000000115, -849.999999999917
-399.999999999805, -550.0000000003, -799.999999999898
-400.000000000037, -550.000000000151, -749.999999999797
-400.000000000147, -550.000000000123, -699.999999999795
-399.999999999888, -550.000000000182, -649.999999999826
-399.999999999997, -550.0000000001, -600.000000000088
-400.000000000007, -549.999999999786, -550.000000000212
-400.000000000116, -549.999999999877, -499.999999999895
-400.000000000094, -549.999999999836, -449.999999999932
-400.000000000027, -550.000000000062, -400.00000000002
-400.000000000085, -549.999999999836, -350.000000000023
-399.999999999987, -549.999999999969, -300.000000000075
-399.999999999922, -550.000000000103, -249.999999999916
-399.999999999939, -550.000000000126, -199.999999999878
-399.999999999975, -550.000000000079, -149.999999999951
-399.999999999807, -500.000000000141, -900.000000000083
-400.000000000047, -499.999999999897, -850.000000000067
-399.999999999997, -500.000000000289, -799.999999999805
-400.00000000009, -499.999999999902, -749.999999999919
-399.999999999903, -500.000000000052, -700.000000000142
-400.000000000138, -499.999999999984, -649.999999999953
-400.000000000035, -500.00000000007, -599.999999999974
-400.000000000116, -500.000000000017, -549.999999999824
-400.000000000122, -499.999999999877, -500.000000000036
-399.999999999931, -500.000000000085, -449.99999999995
-400.000000000062, -499.999999999958, -399.999999999932
-400.000000000041, -499.99999999991, -350.000000000032
-399.999999999979, -500.000000000007, -300.000000000077
-400.000000000036, -500.000000000007, -249.99999999998
-399.999999999979, -499.999999999989, -200.000000000068
-399.999999999888, -450.000000000313, -949.999999999914
-399.999999999715, -450.000000000237, -900.000000000086
-399.9999999999, -450.000000000202, -850.000000000056
-399.999999999964, -450.000000000135, -799.999999999801
-400.000000000061, -449.999999999918, -749.999999999893
-400.00000000009, -449.999999999932, -700.000000000131
-399.999999999868, -450.000000000311, -649.999999999837
-399.999999999902, -450.000000000194, -599.999999999952
-399.999999999925, -449.999999999828, -550.000000000211
-399.999999999925, -449.999999999872, -500.000000000089
-400.000000000127, -450.000000000081, -449.999999999805
-399.999999999948, -450.000000000016, -400.000000000099
-399.999999999991, -450.00000000002, -349.999999999993
-400.000000000046, -450.000000000087, -299.999999999794
-400.000000000182, -399.999999999799, -999.999999999963
-400.000000000012, -400.000000000136, -949.999999999834
-399.999999999878, -399.999999999796, -900.000000000145
-400.000000000021, -400.000000000138, -849.999999999805
-400.000000000242, -399.999999999826, -799.999999999919
-399.999999999954, -399.999999999999, -750.000000000089
-400.000000000138, -399.999999999746, -699.999999999982
-400.000000000002, -400.000000000156, -649.999999999909
-399.999999999929, -399.999999999823, -600.000000000132
-399.99999999983, -399.999999999896, -550.000000000175
-400.000000000059, -400.000000000138, -499.999999999832
-399.999999999968, -399.999999999877, -450.000000000135
-400.000000000103, -399.999999999937, -399.99999999995
-399.999999999902, -400.000000000015, -350.000000000095
-399.999999999917, -350.000000000022, -999.999999999968
-400.000000000299, -349.999999999937, -949.999999999851
-399.999999999712, -350.000000000174, -900.000000000114
-400.000000000239, -349.999999999873, -849.999999999894
-400.00000000016, -350.000000000025, -799.999999999827
-399.999999999896, -349.999999999981, -750.000000000038
-399.999999999933, -349.999999999892, -700.000000000169
-400.000000000209, -350.000000000049, -649.999999999824
-399.999999999863, -349.999999999988, -600.000000000101
-400.000000000008, -350.00000000015, -549.999999999876
-400.000000000104, -349.999999999988, -499.999999999977
-399.999999999987, -349.999999999876, -450.000000000079
-400.000000000063, -350.000000000011, -399.999999999935
-399.99999999995, -300.000000000018, -1050.000000000055
-399.999999999781, -300.000000000265, -1000.00000000001
-400.000000000043, -300.000000000245, -949.999999999936
-400.000000000107, -299.999999999833, -900.000000000077
-400.000000000001, -299.999999999961, -849.999999999869
-400.000000000078, -299.9999999997, -800.000000000084
-400.00000000004, -299.999999999906, -750.00000000014
-400.000000000007, -300.000000000114, -699.999999999916
-400.000000000169, -299.999999999969, -649.99999999985
-400.000000000149, -299.999999999747, -600.000000000014
-400.00000000011, -300.000000000054, -549.999999999889
-400.000000000057, -299.999999999833, -500.00000000011
-399.999999999955, -300.000000000091, -449.99999999996
-399.999999999852, -250.000000000141, -1050.000000000054
-400.000000000272, -249.999999999818, -999.999999999892
-400.000000000156, -249.999999999987, -949.99999999986
-400.000000000256, -249.999999999973, -899.999999999884
-400.00000000016, -250.000000000078, -850.000000000002
-399.999999999901, -249.999999999928, -799.999999999991
-400.000000000086, -249.999999999882, -750.000000000125
-399.999999999911, -250.000000000061, -699.999999999995
-400.000000000048, -249.999999999846, -650.000000000033
-400.000000000045, -249.999999999982, -600.000000000091
-400.000000000133, -250.000000000082, -549.99999999993
-399.999999999951, -249.999999999958, -499.99999999997
-399.999999999954, -250.000000000135, -449.99999999998
-400.000000000243, -199.999999999799, -1049.999999999951
-399.999999999798, -199.999999999896, -1000.000000000092
-400.000000000045, -199.999999999853, -950.000000000054
-399.999999999747, -199.999999999925, -900.00000000014
-400.000000000211, -199.999999999778, -849.999999999905
-400.000000000061, -199.999999999878, -799.99999999997
-399.99999999976, -200.000000000221, -750.00000000016
-400.000000000002, -200.00000000008, -699.999999999875
-399.999999999942, -200.000000000032, -650.000000000104
-400.000000000054, -200.000000000106, -599.999999999875
-399.999999999933, -200.000000000178, -549.999999999932
-400.000000000079, -199.999999999922, -499.999999999996
-399.999999999901, -150.000000000068, -1100.000000000077
-400.000000000284, -149.999999999864, -1049.999999999867
-399.999999999725, -150.000000000196, -1000.000000000152
-400.000000000015, -150.000000000002, -950.00000000013
-399.999999999895, -149.999999999945, -899.999999999938
-399.999999999919, -149.999999999753, -850.000000000084
-400.000000000086, -150.000000000025, -799.999999999936
-399.999999999818, -149.999999999906, -750.000000000107
-400.000000000011, -149.999999999928, -699.999999999996
-399.999999999881, -149.999999999857, -650.000000000081
-399.999999999905, -150.000000000173, -600.00000000002
-399.999999999804, -149.999999999898, -550.000000000131
-400.000000000001, -149.999999999896, -500.000000000012
-399.999999999948, -99.999999999839, -1100.000000000103
-399.999999999933, -99.999999999952, -1050.000000000121
-399.999999999923, -100.000000000055, -1000.000000000016
-400.000000000159, -99.999999999977, -949.999999999833
-399.999999999745, -99.999999999934, -900.000000000124
-399.999999999958, -100.00000000013, -850.000000000021
-399.999999999803, -100.000000000057, -800.000000000163
-399.999999999875, -99.999999999974, -750.000000000052
-400.000000000128, -99.999999999855, -699.999999999983
-399.999999999914, -100.000000000061, -649.99999999993
-400.000000000025, -100.000000000158, -599.999999999948
-400.000000000063, -99.999999999875, -549.999999999999
-399.999999999932, -99.999999999873, -500.000000000077
-399.999999999953, -49.999999999971, -1100.000000000041
-399.99999999969, -50.00000000022, -1050.000000000132
-400.000000000096, -50.000000000089, -999.999999999868
-399.999999999753, -49.999999999854, -950.000000000067
-400.000000000065, -50.00000000012, -900.000000000009
-399.999999999986, -50.000000000098, -849.999999999955
-399.999999999876, -49.999999999904, -800.000000000076
-399.999999999946, -49.999999999954, -750.000000000006
-400.000000000083, -50.000000000066, -700.000000000041
-399.999999999883, -50.000000000012, -649.999999999956
-399.999999999823, -49.999999999985, -600.000000000076
-399.999999999945, -49.999999999919, -550.000000000073
-400.000000000111, -50.000000000004, -499.999999999935
-400.000000000409, 2.08e-10, -1099.999999999787
-400.000000000215, -1.99e-10, -1049.999999999924
-400.000000000203, -1.57e-10, -999.999999999907
-400.000000000055, -1.04e-10, -950.000000000024
-400.000000000135, 1.43e-10, -899.999999999836
-399.999999999912, -1.79e-10, -850.000000000014
-400.000000000168, -7.4e-11, -799.999999999975
-399.999999999884, -4.8e-11, -749.999999999922
-399.999999999819, -9.4e-11, -700.000000000128
-400.000000000036, -1.26e-10, -649.99999999999
-399.999999999981, 2.3e-11, -600.000000000029
-399.999999999919, 1.8e-11, -550.000000000088
-400.000000000045, 50.000000000214, -1100.000000000012
-400.000000000089, 49.999999999993, -1050.000000000016
-400.000000000106, 49.999999999929, -999.999999999913
-399.999999999695, 49.999999999717, -950.00000000022
-399.99999999996, 49.999999999591, -899.999999999997
-400.000000000224, 49.999999999976, -849.999999999957
-400.000000000078, 49.999999999882, -799.999999999956
-399.999999999819, 49.999999999964, -750.000000000083
-399.999999999978, 49.999999999902, -700.000000000095
-399.999999999978, 50.000000000042, -650.000000000032
-399.999999999866, 50.000000000051, -600.000000000008
-400.000000000019, 49.999999999881, -549.999999999997
-400.000000000248, 100.000000000149, -1099.999999999849
-399.999999999841, 100.000000000058, -1049.99999999998
-400.000000000025, 99.999999999807, -1000.000000000042
-399.999999999977, 99.999999999964, -949.999999999935
-399.999999999767, 99.999999999839, -900.000000000162
-399.999999999883, 100.000000000217, -850.000000000025
-399.999999999842, 100.000000000015, -799.999999999925
-400.000000000108, 100.000000000273, -749.999999999962
-399.9999999998, 100.000000000109, -700.000000000061
-399.999999999928, 99.999999999869, -650.000000000086
-400.000000000024, 100.000000000016, -599.999999999947
-400.000000000084, 100.000000000048, -550.000000000027
-399.99999999991, 99.999999999961, -500.000000000039
-399.999999999844, 149.999999999965, -1100.000000000069
-399.999999999907, 149.999999999725, -1050.00000000003
-399.999999999964, 150.000000000019, -999.999999999986
-399.999999999966, 149.999999999768, -949.999999999979
-400.000000000228, 150.000000000214, -899.999999999846
-399.999999999862, 149.999999999919, -850.000000000155
-399.999999999779, 149.999999999982, -800.000000000074
-399.99999999995, 149.999999999831, -749.99999999999
-399.999999999988, 150.000000000134, -699.999999999949
-400.000000000092, 150.000000000097, -649.999999999986
-400.000000000085, 149.999999999994, -599.999999999932
-399.999999999814, 150.000000000008, -550.000000000057
-400.000000000114, 150.000000000114, -499.999999999938
-399.999999999988, 200.00000000006, -1099.999999999987
-400.000000000075, 200.000000000017, -1049.999999999961
-400.000000000204, 200.000000000109, -999.999999999891
-399.999999999944, 200.000000000204, -949.999999999989
-400.000000000201, 199.999999999829, -899.999999999986
-399.999999999816, 199.999999999924, -850.000000000134
-400.000000000093, 200.000000000086, -799.99999999994
-400.000000000152, 200.00000000012, -749.999999999899
-399.999999999962, 199.999999999791, -700.000000000038
-399.99999999992, 200.000000000162, -650.000000000005
-400.00000000015, 200.00000000003, -599.999999999922
-399.999999999924, 199.999999999999, -550.000000000048
-399.999999999867, 199.999999999991, -500.000000000028
-400.000000000144, 250.000000000152, -1049.999999999886
-399.999999999965, 249.999999999962, -1000.000000000043
-399.999999999996, 249.999999999846, -949.999999999994
-399.999999999812, 249.999999999897, -900.00000000019
-399.999999999921, 249.999999999911, -850.00000000019
-399.999999999958, 250.000000000024, -799.999999999898
-400.000000000105, 249.999999999884, -749.999999999998
-399.999999999822, 250.000000000071, -699.999999999978
-399.999999999897, 249.999999999984, -650.000000000081
-400.000000000046, 250.000000000146, -599.999999999929
-399.999999999893, 249.999999999961, -550.000000000074
-400.00000000006, 249.999999999954, -500.000000000005
-399.999999999944, 299.999999999986, -1050.000000000061
-400.000000000056, 300.000000000195, -999.999999999852
-399.999999999761, 299.999999999915, -950.000000000208
-399.999999999952, 299.999999999918, -900.000000000018
-400.000000000061, 299.999999999944, -850.000000000041
-400.00000000024, 300.000000000164, -799.999999999824
-400.000000000035, 299.999999999938, -749.999999999936
-400.000000000233, 299.999999999877, -699.999999999944
-400.000000000088, 299.999999999904, -649.999999999939
-400.000000000138, 300.000000000071, -599.999999999867
-400.000000000023, 300.000000000013, -549.999999999931
-400.000000000075, 300.000000000123, -499.999999999889
-399.999999999934, 299.999999999882, -450.000000000088
-400.000000000478, 350.00000000018, -1049.99999999968
-399.999999999917, 349.999999999973, -999.999999999965
-399.99999999974, 350.000000000087, -950.000000000063
-400.000000000068, 350.00000000017, -899.999999999887
-400.000000000031, 350.00000000004, -849.999999999903
-400.000000000133, 350.000000000102, -799.999999999809
-400.000000000233, 349.999999999927, -749.999999999931
-399.999999999946, 350.000000000034, -700.000000000111
-399.999999999782, 350.000000000096, -649.999999999993
-399.99999999991, 349.999999999949, -600.000000000066
-400.000000000078, 349.999999999972, -549.999999999987
-399.999999999947, 350.000000000102, -499.999999999995
-400.000000000085, 349.999999999842, -450.000000000044
-400.000000000042, 399.999999999928, -1000.000000000003
-399.999999999605, 400.0, -950.000000000176
-399.999999999996, 399.99999999993, -899.999999999908
-400.000000000131, 400.000000000163, -849.999999999921
-400.000000000077, 400.000000000071, -800.000000000053
-399.999999999984, 400.000000000058, -749.999999999991
-399.999999999897, 400.000000000073, -700.000000000036
-399.999999999997, 399.999999999969, -649.999999999945
-400.000000000086, 399.999999999892, -600.000000000071
-400.000000000013, 400.000000000115, -549.999999999952
-399.999999999928, 400.000000000022, -500.000000000029
-399.9999999999, 399.999999999923, -450.000000000091
-400.000000000127, 399.999999999994, -399.999999999944
-400.000000000184, 450.000000000033, -999.999999999866
-400.000000000032, 450.000000000089, -949.999999999948
-399.999999999788, 449.999999999731, -900.000000000271
-400.000000000126, 450.000000000036, -849.999999999866
-399.999999999835, 450.000000000021, -799.999999999938
-400.000000000096, 450.000000000029, -750.000000000014
-400.000000000155, 450.000000000072, -699.999999999918
-400.000000000055, 450.00000000005, -650.000000000018
-400.000000000234, 450.000000000042, -599.999999999817
-400.000000000003, 449.999999999988, -550.00000000006
-400.000000000011, 450.000000000072, -500.000000000031
-400.000000000047, 449.99999999994, -449.999999999988
-400.000000000131, 450.000000000044, -399.999999999964
-400.000000000061, 449.999999999754, -350.000000000192
-400.000000000345, 499.99999999999, -949.999999999857
-400.000000000042, 500.000000000219, -899.999999999848
-399.999999999871, 500.000000000085, -849.999999999983
-400.000000000084, 500.000000000083, -799.99999999992
-400.000000000103, 499.999999999994, -749.999999999898
-399.999999999893, 499.999999999982, -700.00000000007
-399.999999999934, 500.000000000046, -649.999999999967
-399.999999999773, 499.999999999923, -600.000000000231
-399.999999999919, 499.999999999955, -550.000000000171
-400.000000000016, 500.000000000069, -499.999999999858
-400.000000000008, 500.000000000095, -449.999999999858
-399.999999999907, 500.00000000012, -399.999999999899
-399.999999999868, 499.999999999934, -350.000000000124
-399.999999999871, 549.999999999966, -900.000000000102
-400.000000000239, 549.999999999957, -849.999999999959
-399.999999999772, 549.99999999991, -800.000000000272
-400.000000000148, 550.000000000002, -750.000000000041
-399.99999999996, 549.999999999857, -700.0000000002
-399.999999999984, 549.999999999959, -649.99999999991
-400.000000000248, 549.999999999947, -599.99999999988
-399.999999999929, 549.999999999908, -550.000000000008
-400.000000000068, 550.000000000019, -499.999999999831
-400.000000000284, 549.999999999937, -449.999999999959
-400.000000000213, 549.999999999981, -399.999999999998
-400.000000000038, 550.000000000137, -349.999999999793
-399.999999999887, 549.999999999968, -300.000000000085
-399.999999999898, 550.000000000011, -250.000000000032
-400.000000000053, 600.000000000076, -799.999999999893
-399.99999999956, 599.999999999994, -750.000000000302
-399.999999999868, 600.000000000065, -700.000000000078
-399.999999999783, 600.000000000031, -650.000000000096
-399.999999999789, 599.99999999999, -600.000000000243
-400.000000000038, 600.000000000034, -549.999999999936
-400.000000000103, 599.999999999912, -500.000000000046
-399.999999999977, 600.000000000033, -449.999999999968
-400.000000000226, 600.0, -399.999999999985
-399.999999999891, 599.999999999931, -350.000000000209
-400.000000000022, 599.999999999905, -300.000000000182
-400.000000000001, 600.000000000016, -249.999999999905
-399.999999999894, 599.999999999977, -200.000000000066
-399.999999999947, 650.000000000003, -750.000000000027
-399.999999999771, 649.999999999985, -700.000000000135
-399.999999999815, 650.000000000022, -650.000000000051
-400.0, 649.999999999988, -599.999999999876
-400.000000000083, 650.000000000009, -550.000000000041
-399.99999999986, 650.000000000022, -499.999999999957
-399.999999999992, 650.000000000096, -449.999999999833
-400.000000000075, 649.999999999934, -400.000000000139
-400.000000000152, 649.999999999998, -349.999999999907
-399.999999999842, 650.000000000002, -300.000000000268
-400.00000000019, 649.999999999955, -249.999999999807
-399.999999999952, 649.999999999997, -199.99999999991
-399.999999999808, 650.000000000017, -150.000000000135
-399.999999999894, 650.000000000045, -100.000000000073
-400.000000000325, 649.999999999877, -50.00000000018
-399.999999999062, 700.000000000339, -650.000000000232
-399.999999999388, 700.000000000177, -600.000000000204
-399.999999999731, 699.999999999993, -550.000000000336
-400.000000000234, 699.99999999992, -500.000000000012
-399.999999999729, 700.000000000019, -450.000000000167
-399.999999999689, 700.000000000044, -400.000000000087
-400.000000000083, 700.000000000027, -350.000000000018
-399.999999999668, 700.00000000009, -299.999999999972
-400.000000000363, 699.999999999871, -249.999999999799
-400.000000000178, 699.999999999868, -200.000000000153
-399.999999999597, 700.000000000157, -149.999999999944
-399.999999999919, 700.000000000073, -100.000000000049
-399.999999994454, 750.000000003089, -350.000000001236
-350.000000000464, -749.999999999589, -600.000000000426
-350.000000000133, -749.999999999925, -549.999999999969
-350.000000000228, -749.999999999842, -500.000000000026
-350.000000000044, -749.999999999911, -449.999999999992
-350.000000000152, -749.999999999845, -400.000000000282
-350.000000000192, -749.999999999837, -349.999999999961
-350.00000000033, -749.999999999707, -300.000000000173
-350.000000000191, -749.999999999868, -250.00000000005
-350.000000000307, -749.999999999821, -200.000000000141
-350.000000000336, -699.999999999662, -700.000000000128
-349.999999999786, -700.000000000282, -649.9999999997
-350.000000000258, -699.999999999754, -600.000000000151
-350.00000000029, -699.999999999738, -550.000000000052
-350.000000000122, -699.999999999867, -500.000000000244
-349.99999999985, -700.000000000184, -449.999999999948
-350.000000000112, -699.999999999915, -400.000000000025
-349.999999999829, -700.000000000215, -349.999999999905
-349.999999999816, -700.000000000209, -299.999999999895
-349.999999999917, -700.000000000067, -250.000000000012
-349.999999999973, -700.000000000014, -200.000000000148
-350.000000000102, -699.999999999887, -150.000000000142
-349.999999999733, -700.000000000261, -99.99999999994
-350.000000000145, -649.999999999818, -800.000000000042
-349.999999999934, -649.999999999839, -750.000000000261
-349.999999999825, -650.000000000327, -699.999999999769
-350.000000000016, -649.999999999882, -650.000000000203
-350.000000000117, -649.999999999769, -600.000000000175
-350.0000000001, -649.999999999973, -549.99999999989
-349.99999999997, -650.0000000001, -500.000000000015
-349.999999999983, -650.000000000094, -449.999999999823
-349.999999999936, -650.000000000139, -399.999999999978
-350.000000000076, -649.999999999917, -349.999999999916
-350.000000000103, -649.999999999807, -300.000000000136
-350.000000000024, -649.999999999902, -249.999999999949
-350.000000000053, -649.999999999922, -199.999999999907
-349.999999999938, -650.000000000126, -149.999999999841
-350.000000000074, -649.999999999869, -99.999999999976
-349.999999999949, -599.999999999864, -850.000000000126
-349.999999999863, -600.000000000335, -799.999999999667
-350.000000000165, -599.999999999689, -750.000000000151
-349.999999999858, -600.000000000247, -699.999999999746
-350.000000000054, -600.000000000006, -649.999999999876
-349.999999999955, -599.999999999902, -600.000000000003
-350.000000000052, -600.000000000035, -550.000000000066
-350.000000000099, -599.999999999988, -500.000000000026
-350.000000000068, -600.000000000028, -449.999999999966
-350.000000000077, -600.000000000122, -399.999999999797
-349.999999999909, -600.000000000183, -349.99999999986
-349.999999999926, -600.000000000131, -299.999999999909
-350.000000000075, -599.99999999984, -250.00000000007
-350.00000000005, -599.999999999896, -200.000000000044
-349.999999999968, -550.00000000011, -899.999999999964
-350.000000000064, -550.000000000116, -849.999999999931
-349.999999999985, -549.999999999762, -800.0000000002
-349.99999999995, -550.000000000142, -749.999999999882
-350.000000000091, -549.999999999956, -699.999999999873
-349.999999999797, -550.000000000132, -650.000000000079
-350.000000000001, -550.000000000239, -599.999999999752
-349.999999999866, -550.000000000176, -549.999999999928
-350.000000000049, -549.999999999783, -500.000000000239
-349.999999999934, -550.000000000003, -450.000000000109
-349.999999999959, -550.000000000145, -399.999999999952
-349.999999999894, -550.000000000078, -350.000000000028
-349.999999999918, -550.000000000091, -300.000000000067
-349.999999999974, -550.00000000011, -249.999999999892
-350.000000000102, -500.0000000001, -949.999999999892
-349.999999999793, -500.000000000177, -900.00000000009
-350.000000000057, -499.999999999828, -850.000000000028
-349.999999999916, -499.999999999832, -800.000000000099
-349.999999999918, -500.000000000068, -749.999999999957
-349.999999999926, -499.99999999993, -700.000000000023
-349.999999999826, -500.000000000262, -649.999999999938
-349.999999999979, -500.000000000204, -599.999999999837
-349.999999999941, -500.000000000149, -549.999999999807
-349.999999999902, -500.000000000106, -499.999999999923
-350.000000000132, -499.999999999863, -449.999999999941
-349.999999999961, -500.000000000109, -399.999999999945
-349.999999999923, -500.000000000033, -350.000000000022
-350.000000000016, -499.999999999977, -299.999999999951
-350.000000000213, -449.999999999504, -1000.000000000198
-349.999999999977, -449.999999999927, -950.000000000019
-350.000000000059, -449.999999999896, -899.999999999916
-349.999999999859, -449.999999999951, -850.00000000017
-350.000000000034, -449.999999999848, -800.000000000206
-349.999999999961, -449.999999999915, -749.99999999993
-350.000000000072, -450.000000000206, -699.999999999873
-349.99999999992, -450.000000000099, -650.000000000051
-349.999999999942, -449.999999999944, -599.999999999923
-349.999999999948, -449.999999999957, -550.000000000011
-350.000000000104, -449.999999999869, -499.999999999939
-349.999999999997, -449.999999999913, -450.000000000117
-349.999999999939, -449.999999999983, -400.000000000061
-350.000000000016, -449.999999999981, -350.000000000044
-350.000000000166, -399.99999999992, -1000.0
-349.999999999951, -400.000000000424, -949.999999999777
-350.000000000203, -399.999999999803, -900.000000000032
-349.999999999974, -399.999999999992, -850.000000000034
-349.999999999838, -399.999999999939, -800.000000000097
-350.00000000013, -400.000000000075, -749.999999999846
-349.999999999804, -400.000000000141, -700.000000000066
-349.999999999893, -399.999999999871, -650.000000000089
-350.000000000192, -400.000000000074, -599.999999999863
-349.999999999969, -400.000000000052, -550.000000000098
-350.000000000067, -399.999999999986, -499.999999999971
-350.000000000019, -399.999999999966, -450.000000000019
-349.999999999958, -400.000000000156, -399.999999999904
-349.999999999918, -350.000000000012, -1050.000000000076
-350.000000000039, -349.999999999782, -1000.000000000083
-349.999999999923, -349.999999999878, -950.000000000178
-350.000000000103, -349.999999999782, -899.999999999999
-349.99999999997, -349.999999999811, -850.000000000181
-349.999999999979, -349.999999999872, -800.00000000003
-350.000000000098, -349.999999999765, -750.000000000066
-350.000000000121, -350.000000000118, -699.999999999954
-349.999999999767, -350.000000000026, -650.000000000141
-350.00000000009, -349.99999999979, -600.00000000001
-349.999999999971, -349.999999999979, -549.999999999913
-349.999999999934, -350.00000000009, -500.000000000038
-349.999999999926, -349.999999999963, -450.000000000049
-349.999999999926, -300.000000000249, -1049.999999999964
-349.999999999875, -299.999999999901, -1000.000000000136
